date,market_id,stall_id,commodity,paid_amount_php,label_weight_kg,actual_weight_kg
2026-01-25,MKT_02,MKT_02_STL_002,Tomatoes,206.37,2.168,2.026
2026-01-25,MKT_04,MKT_04_STL_026,Pork,436.27,1.385,1.308
2026-01-25,MKT_03,MKT_03_STL_023,Bangus,143.3,0.725,0.696
2026-01-25,MKT_01,MKT_01_STL_009,Chicken (Whole),638.36,3.374,3.241
2026-01-25,MKT_04,MKT_04_STL_035,Red Onions,503.77,3.663,3.39
2026-01-25,MKT_03,MKT_03_STL_004,Chicken (Whole),494.55,2.789,2.789
2026-01-25,MKT_01,MKT_01_STL_024,Rice (Sinandomeng),70.82,1.413,1.414
2026-01-25,MKT_01,MKT_01_STL_026,Pork,926.44,3.037,3.039
2026-01-25,MKT_04,MKT_04_STL_007,Whole Fish (Galunggong),729.85,3.616,3.404
2026-01-25,MKT_03,MKT_03_STL_030,Rice (Sinandomeng),144.5,2.845,2.846
2026-01-25,MKT_03,MKT_03_STL_020,Bangus,717.86,3.632,3.384
2026-01-25,MKT_04,MKT_04_STL_002,Carrots,11.79,0.537,0.503
2026-01-25,MKT_04,MKT_04_STL_008,Garlic,177.53,1.369,1.368
2026-01-25,MKT_01,MKT_01_STL_009,Carrots,14.75,0.746,0.681
2026-01-25,MKT_03,MKT_03_STL_006,Beef (Rump),993.47,2.501,2.294
2026-01-25,MKT_04,MKT_04_STL_035,Bangus,775.74,3.815,3.498
2026-01-25,MKT_02,MKT_02_STL_001,Chicken (Whole),428.29,2.414,2.255
2026-01-25,MKT_02,MKT_02_STL_007,Carrots,22.03,1.055,0.984
2026-01-25,MKT_04,MKT_04_STL_013,Pork,469.67,1.491,1.402
2026-01-25,MKT_04,MKT_04_STL_004,Pork,1020.92,3.241,2.991
2026-01-25,MKT_01,MKT_01_STL_025,Beef (Rump),1284.12,3.131,3.135
2026-01-25,MKT_04,MKT_04_STL_029,Red Onions,491.12,3.571,3.372
2026-01-25,MKT_01,MKT_01_STL_005,Tilapia,345.64,2.408,2.406
2026-01-25,MKT_01,MKT_01_STL_002,Tomatoes,85.91,1.319,1.319
2026-01-25,MKT_02,MKT_02_STL_003,Tilapia,234.97,1.628,1.525
2026-01-25,MKT_05,MKT_05_STL_004,Garlic,174.36,1.626,1.485
2026-01-25,MKT_02,MKT_02_STL_020,Rice (Sinandomeng),128.39,2.434,2.439
2026-01-26,MKT_03,MKT_03_STL_023,Carrots,72.27,3.461,3.204
2026-01-26,MKT_04,MKT_04_STL_033,Bangus,390.74,2.344,2.167
2026-01-26,MKT_01,MKT_01_STL_026,Tomatoes,193.63,2.786,2.787
2026-01-26,MKT_04,MKT_04_STL_017,Whole Fish (Galunggong),683.5,3.13,3.13
2026-01-26,MKT_03,MKT_03_STL_021,Carrots,66.38,3.179,3.178
2026-01-26,MKT_04,MKT_04_STL_038,Tomatoes,262.4,2.671,2.517
2026-01-26,MKT_04,MKT_04_STL_017,Bangus,496.6,2.979,2.982
2026-01-26,MKT_04,MKT_04_STL_033,Rice (Sinandomeng),174.86,3.285,3.017
2026-01-26,MKT_03,MKT_03_STL_014,Carrots,19.38,0.928,0.874
2026-01-26,MKT_02,MKT_02_STL_020,Chicken (Whole),330.44,1.832,1.834
2026-01-26,MKT_01,MKT_01_STL_028,Carrots,60.28,2.999,2.775
2026-01-26,MKT_02,MKT_02_STL_013,Potatoes,151.28,1.644,1.573
2026-01-26,MKT_01,MKT_01_STL_022,Garlic,229.53,2.586,2.376
2026-01-26,MKT_02,MKT_02_STL_028,Chicken (Whole),232.14,1.287,1.203
2026-01-26,MKT_04,MKT_04_STL_013,Tilapia,86.16,0.652,0.61
2026-01-26,MKT_05,MKT_05_STL_005,Garlic,119.88,1.125,1.127
2026-01-26,MKT_02,MKT_02_STL_003,Cabbage,84.53,1.844,1.688
2026-01-26,MKT_01,MKT_01_STL_005,Garlic,177.34,1.998,2.001
2026-01-26,MKT_03,MKT_03_STL_012,Chicken (Whole),454.52,2.663,2.48
2026-01-26,MKT_03,MKT_03_STL_030,Rice (Sinandomeng),41.35,0.695,0.696
2026-01-26,MKT_04,MKT_04_STL_024,Pork,294.7,0.883,0.882
2026-01-26,MKT_05,MKT_05_STL_003,Chicken (Whole),696.15,3.406,3.143
2026-01-26,MKT_01,MKT_01_STL_014,Beef (Rump),454.31,1.076,1.076
2026-01-26,MKT_05,MKT_05_STL_003,Red Onions,359.42,2.532,2.343
2026-01-26,MKT_01,MKT_01_STL_027,Tomatoes,37.46,0.539,0.506
2026-01-26,MKT_04,MKT_04_STL_019,Cabbage,220.48,3.323,3.329
2026-01-26,MKT_02,MKT_02_STL_030,Tilapia,310.27,1.977,1.798
2026-01-26,MKT_03,MKT_03_STL_026,Beef (Rump),376.02,0.865,0.865
2026-01-26,MKT_01,MKT_01_STL_030,Tomatoes,110.09,1.584,1.584
2026-01-26,MKT_03,MKT_03_STL_020,Chicken (Whole),119.82,0.702,0.641
2026-01-26,MKT_03,MKT_03_STL_007,Tomatoes,105.75,1.448,1.449
2026-01-26,MKT_02,MKT_02_STL_002,Tilapia,125.55,0.8,0.745
2026-01-26,MKT_04,MKT_04_STL_032,Carrots,80.67,3.657,3.471
2026-01-26,MKT_05,MKT_05_STL_003,Bangus,760.04,3.694,3.373
2026-01-26,MKT_04,MKT_04_STL_014,Chicken (Whole),179.05,1.051,0.993
2026-01-27,MKT_04,MKT_04_STL_021,Carrots,41.77,1.941,1.94
2026-01-27,MKT_02,MKT_02_STL_019,Garlic,328.7,3.17,2.892
2026-01-27,MKT_04,MKT_04_STL_030,Beef (Rump),502.1,1.24,1.241
2026-01-27,MKT_02,MKT_02_STL_029,Tilapia,402.23,2.999,2.998
2026-01-27,MKT_03,MKT_03_STL_003,Chicken (Whole),610.45,3.619,3.331
2026-01-27,MKT_02,MKT_02_STL_011,Garlic,196.91,1.899,1.816
2026-01-27,MKT_05,MKT_05_STL_008,Tomatoes,155.17,2.338,2.237
2026-01-27,MKT_02,MKT_02_STL_001,Carrots,75.78,3.454,3.25
2026-01-27,MKT_03,MKT_03_STL_002,Pork,896.14,2.843,2.848
2026-01-27,MKT_01,MKT_01_STL_010,Tomatoes,47.75,0.664,0.664
2026-01-27,MKT_03,MKT_03_STL_015,Bangus,112.92,0.753,0.697
2026-01-27,MKT_02,MKT_02_STL_010,Red Onions,80.62,0.717,0.657
2026-01-27,MKT_02,MKT_02_STL_014,Bangus,142.2,0.854,0.787
2026-01-27,MKT_02,MKT_02_STL_002,Chicken (Whole),556.04,3.364,3.094
2026-01-27,MKT_03,MKT_03_STL_023,Carrots,43.83,1.986,1.86
2026-01-27,MKT_02,MKT_02_STL_008,Bangus,563.14,3.382,3.14
2026-01-27,MKT_04,MKT_04_STL_040,Tilapia,316.39,2.453,2.453
2026-01-27,MKT_03,MKT_03_STL_009,Carrots,41.05,1.86,1.862
2026-01-27,MKT_04,MKT_04_STL_034,Chicken (Whole),147.66,0.822,0.824
2026-01-27,MKT_02,MKT_02_STL_016,Potatoes,66.6,0.764,0.703
2026-01-27,MKT_03,MKT_03_STL_030,Chicken (Whole),541.13,3.208,3.213
2026-01-27,MKT_01,MKT_01_STL_006,Red Onions,123.26,1.352,1.269
2026-01-27,MKT_01,MKT_01_STL_004,Garlic,165.65,1.934,1.834
2026-01-28,MKT_01,MKT_01_STL_029,Carrots,18.87,0.883,0.883
2026-01-28,MKT_04,MKT_04_STL_033,Red Onions,459.66,3.667,3.379
2026-01-28,MKT_04,MKT_04_STL_023,Beef (Rump),1089.61,2.414,2.251
2026-01-28,MKT_03,MKT_03_STL_025,Rice (Sinandomeng),54.59,0.941,0.942
2026-01-28,MKT_02,MKT_02_STL_015,Tilapia,200.17,1.508,1.373
2026-01-28,MKT_03,MKT_03_STL_032,Rice (Sinandomeng),38.98,0.672,0.672
2026-01-28,MKT_01,MKT_01_STL_009,Red Onions,299.09,3.277,3.076
2026-01-28,MKT_01,MKT_01_STL_030,Chicken (Whole),642.16,3.43,3.43
2026-01-28,MKT_04,MKT_04_STL_034,Chicken (Whole),512.94,2.853,2.856
2026-01-28,MKT_03,MKT_03_STL_001,Tomatoes,299.53,2.84,2.584
2026-01-28,MKT_01,MKT_01_STL_009,Garlic,333.62,2.812,2.577
2026-01-28,MKT_05,MKT_05_STL_009,Garlic,319.15,3.388,3.389
2026-01-28,MKT_04,MKT_04_STL_004,Bangus,258.8,1.555,1.486
2026-01-28,MKT_04,MKT_04_STL_036,Whole Fish (Galunggong),700.08,3.457,3.232
2026-01-28,MKT_01,MKT_01_STL_017,Carrots,55.84,2.613,2.416
2026-01-28,MKT_05,MKT_05_STL_001,Tomatoes,248.52,2.501,2.372
2026-01-28,MKT_02,MKT_02_STL_010,Potatoes,208.01,3.054,2.805
2026-01-28,MKT_04,MKT_04_STL_037,Whole Fish (Galunggong),579.58,2.862,2.72
2026-01-28,MKT_04,MKT_04_STL_038,Rice (Sinandomeng),176.12,3.098,2.978
2026-01-28,MKT_01,MKT_01_STL_013,Carrots,16.05,0.751,0.721
2026-01-28,MKT_04,MKT_04_STL_029,Pork,337.39,0.989,0.927
2026-01-29,MKT_01,MKT_01_STL_022,Carrots,71.61,3.604,3.426
2026-01-29,MKT_01,MKT_01_STL_030,Beef (Rump),402.48,1.023,1.022
2026-01-29,MKT_02,MKT_02_STL_030,Potatoes,114.21,1.116,1.023
2026-01-29,MKT_04,MKT_04_STL_005,Chicken (Whole),176.59,1.079,1.036
2026-01-29,MKT_05,MKT_05_STL_001,Beef (Rump),1448.77,3.365,3.232
2026-01-29,MKT_04,MKT_04_STL_025,Cabbage,61.47,0.912,0.912
2026-01-29,MKT_03,MKT_03_STL_017,Pork,511.48,1.595,1.515
2026-01-29,MKT_02,MKT_02_STL_007,Tomatoes,144.18,1.328,1.22
2026-01-29,MKT_01,MKT_01_STL_017,Rice (Sinandomeng),206.35,3.651,3.323
2026-01-29,MKT_01,MKT_01_STL_005,Garlic,295.44,3.147,3.145
2026-01-29,MKT_01,MKT_01_STL_005,Pork,256.39,0.856,0.855
2026-01-29,MKT_01,MKT_01_STL_012,Rice (Sinandomeng),171.48,3.034,2.885
2026-01-29,MKT_03,MKT_03_STL_019,Bangus,487.05,2.58,2.583
2026-01-29,MKT_03,MKT_03_STL_005,Bangus,683.19,3.619,3.431
2026-01-29,MKT_03,MKT_03_STL_007,Carrots,60.69,2.788,2.789
2026-01-29,MKT_02,MKT_02_STL_005,Red Onions,197.03,1.451,1.383
2026-01-29,MKT_01,MKT_01_STL_026,Chicken (Whole),109.22,0.66,0.66
2026-01-29,MKT_01,MKT_01_STL_024,Rice (Sinandomeng),172.84,3.058,3.055
2026-01-29,MKT_01,MKT_01_STL_008,Tomatoes,119.36,1.126,1.128
2026-01-29,MKT_01,MKT_01_STL_012,Tomatoes,327.96,3.094,2.873
2026-01-29,MKT_05,MKT_05_STL_002,Rice (Sinandomeng),120.28,2.027,2.026
2026-01-29,MKT_02,MKT_02_STL_007,Cabbage,194.69,2.925,2.753
2026-01-29,MKT_04,MKT_04_STL_012,Red Onions,229.91,1.891,1.893
2026-01-29,MKT_03,MKT_03_STL_017,Tilapia,337.38,2.219,2.076
2026-01-29,MKT_03,MKT_03_STL_014,Tomatoes,187.15,2.065,1.921
2026-01-29,MKT_02,MKT_02_STL_001,Cabbage,233.56,3.509,3.264
2026-01-29,MKT_02,MKT_02_STL_004,Carrots,25.53,1.227,1.122
2026-01-29,MKT_02,MKT_02_STL_018,Tomatoes,356.87,3.287,3.09
2026-01-29,MKT_03,MKT_03_STL_009,Beef (Rump),732.41,1.773,1.775
2026-01-29,MKT_01,MKT_01_STL_017,Rice (Sinandomeng),198.5,3.512,3.306
2026-01-29,MKT_01,MKT_01_STL_015,Red Onions,71.16,0.818,0.754
2026-01-30,MKT_02,MKT_02_STL_015,Tomatoes,181.92,2.167,2.056
2026-01-30,MKT_04,MKT_04_STL_030,Carrots,43.99,1.896,1.896
2026-01-30,MKT_04,MKT_04_STL_014,Bangus,388.9,1.975,1.853
2026-01-30,MKT_04,MKT_04_STL_038,Tilapia,451.73,3.086,2.914
2026-01-30,MKT_02,MKT_02_STL_011,Bangus,110.2,0.612,0.574
2026-01-30,MKT_03,MKT_03_STL_014,Beef (Rump),1152.04,2.586,2.436
2026-01-30,MKT_03,MKT_03_STL_001,Pork,491.57,1.481,1.384
2026-01-30,MKT_01,MKT_01_STL_004,Red Onions,265.3,2.643,2.431
2026-01-30,MKT_04,MKT_04_STL_012,Chicken (Whole),137.03,0.794,0.795
2026-01-30,MKT_02,MKT_02_STL_007,Carrots,47.93,2.266,2.138
2026-01-30,MKT_02,MKT_02_STL_026,Cabbage,71.83,1.486,1.488
2026-01-30,MKT_01,MKT_01_STL_009,Beef (Rump),504.93,1.154,1.072
2026-01-30,MKT_03,MKT_03_STL_014,Rice (Sinandomeng),222.61,3.793,3.495
2026-01-30,MKT_02,MKT_02_STL_002,Potatoes,223.07,2.248,2.129
2026-01-30,MKT_02,MKT_02_STL_013,Whole Fish (Galunggong),309.21,1.523,1.398
2026-01-30,MKT_04,MKT_04_STL_011,Whole Fish (Galunggong),764.65,3.829,3.491
2026-01-30,MKT_01,MKT_01_STL_029,Garlic,227.09,2.768,2.773
2026-01-30,MKT_04,MKT_04_STL_024,Cabbage,99.4,2.039,2.038
2026-01-30,MKT_03,MKT_03_STL_025,Rice (Sinandomeng),181.47,3.092,3.096
2026-01-30,MKT_02,MKT_02_STL_022,Potatoes,291.24,2.935,2.747
2026-01-30,MKT_04,MKT_04_STL_033,Red Onions,329.4,2.426,2.261
2026-01-30,MKT_05,MKT_05_STL_010,Tomatoes,216.5,2.849,2.668
2026-01-30,MKT_03,MKT_03_STL_009,Pork,476.97,1.437,1.439
2026-01-30,MKT_04,MKT_04_STL_023,Whole Fish (Galunggong),707.34,3.542,3.326
2026-01-30,MKT_02,MKT_02_STL_020,Tomatoes,155.22,1.849,1.85
2026-01-30,MKT_04,MKT_04_STL_024,Tilapia,134.38,0.918,0.917
2026-01-30,MKT_03,MKT_03_STL_028,Beef (Rump),1480.36,3.323,3.33
2026-01-30,MKT_04,MKT_04_STL_033,Whole Fish (Galunggong),525.01,2.629,2.477
2026-01-30,MKT_03,MKT_03_STL_027,Chicken (Whole),369.38,1.9,1.757
2026-01-31,MKT_02,MKT_02_STL_002,Whole Fish (Galunggong),668.26,3.041,2.836
2026-01-31,MKT_02,MKT_02_STL_027,Tilapia,309.59,2.428,2.261
2026-01-31,MKT_04,MKT_04_STL_013,Carrots,76.63,3.427,3.266
2026-01-31,MKT_03,MKT_03_STL_023,Tilapia,377.91,2.399,2.205
2026-01-31,MKT_03,MKT_03_STL_005,Bangus,686.98,3.621,3.441
2026-01-31,MKT_04,MKT_04_STL_040,Bangus,121.44,0.69,0.691
2026-01-31,MKT_02,MKT_02_STL_013,Tomatoes,54.36,0.887,0.826
2026-01-31,MKT_04,MKT_04_STL_012,Tomatoes,200.6,2.414,2.417
2026-01-31,MKT_01,MKT_01_STL_022,Rice (Sinandomeng),42.18,0.872,0.813
2026-01-31,MKT_03,MKT_03_STL_029,Carrots,67.61,3.206,2.979
2026-01-31,MKT_02,MKT_02_STL_010,Carrots,23.62,1.107,1.06
2026-01-31,MKT_05,MKT_05_STL_010,Bangus,254.51,1.424,1.351
2026-01-31,MKT_03,MKT_03_STL_013,Pork,615.97,1.862,1.864
2026-01-31,MKT_04,MKT_04_STL_012,Carrots,22.72,1.016,1.015
2026-01-31,MKT_02,MKT_02_STL_030,Bangus,296.3,1.839,1.673
2026-01-31,MKT_05,MKT_05_STL_006,Rice (Sinandomeng),120.18,2.254,2.109
2026-01-31,MKT_01,MKT_01_STL_007,Pork,499.17,1.668,1.667
2026-01-31,MKT_04,MKT_04_STL_033,Chicken (Whole),161.75,0.937,0.89
2026-01-31,MKT_04,MKT_04_STL_004,Bangus,561.44,3.19,2.954
2026-01-31,MKT_02,MKT_02_STL_002,Rice (Sinandomeng),122.8,2.534,2.311
2026-01-31,MKT_04,MKT_04_STL_025,Garlic,145.02,1.109,1.109
2026-01-31,MKT_01,MKT_01_STL_026,Tomatoes,137.94,1.323,1.326
2026-01-31,MKT_03,MKT_03_STL_001,Rice (Sinandomeng),108.49,2.001,1.837
2026-01-31,MKT_01,MKT_01_STL_025,Garlic,254.71,2.922,2.923
2026-01-31,MKT_02,MKT_02_STL_002,Garlic,311.08,3.35,3.138
2026-01-31,MKT_01,MKT_01_STL_008,Garlic,53.7,0.616,0.617
2026-01-31,MKT_03,MKT_03_STL_015,Tomatoes,151.63,1.679,1.54
2026-01-31,MKT_04,MKT_04_STL_003,Whole Fish (Galunggong),283.51,1.499,1.392
2026-01-31,MKT_02,MKT_02_STL_021,Whole Fish (Galunggong),713.75,3.248,3.05
2026-01-31,MKT_01,MKT_01_STL_028,Rice (Sinandomeng),167.8,3.469,3.2
2026-01-31,MKT_03,MKT_03_STL_015,Tomatoes,161.29,1.786,1.654
2026-01-31,MKT_01,MKT_01_STL_019,Garlic,74.18,0.851,0.787
2026-02-01,MKT_04,MKT_04_STL_028,Chicken (Whole),646.96,3.313,3.157
2026-02-01,MKT_03,MKT_03_STL_018,Beef (Rump),1057.75,2.496,2.5
2026-02-01,MKT_03,MKT_03_STL_013,Chicken (Whole),560.78,3.224,3.226
2026-02-01,MKT_02,MKT_02_STL_016,Whole Fish (Galunggong),448.0,2.373,2.158
2026-02-01,MKT_03,MKT_03_STL_023,Pork,927.04,2.96,2.766
2026-02-01,MKT_04,MKT_04_STL_018,Whole Fish (Galunggong),378.27,1.577,1.478
2026-02-01,MKT_02,MKT_02_STL_010,Beef (Rump),460.76,1.17,1.122
2026-02-01,MKT_01,MKT_01_STL_008,Carrots,14.64,0.72,0.72
2026-02-01,MKT_02,MKT_02_STL_008,Potatoes,140.38,2.0,1.886
2026-02-01,MKT_04,MKT_04_STL_035,Bangus,510.63,3.263,3.067
2026-02-01,MKT_01,MKT_01_STL_020,Carrots,25.47,1.252,1.252
2026-02-01,MKT_01,MKT_01_STL_006,Rice (Sinandomeng),84.3,1.607,1.481
2026-02-01,MKT_01,MKT_01_STL_011,Tomatoes,174.37,1.881,1.884
2026-02-01,MKT_02,MKT_02_STL_005,Cabbage,53.77,1.346,1.227
2026-02-01,MKT_04,MKT_04_STL_018,Rice (Sinandomeng),107.96,2.021,1.912
2026-02-01,MKT_05,MKT_05_STL_009,Rice (Sinandomeng),61.38,1.01,1.012
2026-02-01,MKT_01,MKT_01_STL_006,Pork,331.27,1.081,1.032
2026-02-01,MKT_03,MKT_03_STL_030,Bangus,158.71,1.005,1.005
2026-02-01,MKT_03,MKT_03_STL_022,Carrots,56.5,2.528,2.532
2026-02-01,MKT_02,MKT_02_STL_025,Tilapia,161.94,1.12,1.034
2026-02-01,MKT_03,MKT_03_STL_024,Chicken (Whole),317.09,1.823,1.826
2026-02-02,MKT_03,MKT_03_STL_019,Bangus,447.91,2.569,2.571
2026-02-02,MKT_01,MKT_01_STL_021,Garlic,65.54,0.558,0.514
2026-02-02,MKT_03,MKT_03_STL_019,Chicken (Whole),539.27,3.283,3.286
2026-02-02,MKT_02,MKT_02_STL_011,Chicken (Whole),202.23,1.145,1.1
2026-02-02,MKT_04,MKT_04_STL_039,Carrots,80.53,3.677,3.468
2026-02-02,MKT_02,MKT_02_STL_026,Chicken (Whole),447.73,2.535,2.54
2026-02-02,MKT_04,MKT_04_STL_004,Pork,1059.81,3.151,2.891
2026-02-02,MKT_02,MKT_02_STL_013,Rice (Sinandomeng),157.3,2.786,2.672
2026-02-02,MKT_04,MKT_04_STL_021,Red Onions,117.69,0.822,0.823
2026-02-02,MKT_01,MKT_01_STL_005,Red Onions,232.67,2.38,2.38
2026-02-02,MKT_03,MKT_03_STL_016,Bangus,577.45,3.312,3.317
2026-02-02,MKT_04,MKT_04_STL_016,Chicken (Whole),138.92,0.867,0.818
2026-02-02,MKT_04,MKT_04_STL_012,Carrots,37.32,1.704,1.706
2026-02-02,MKT_02,MKT_02_STL_007,Bangus,226.99,1.199,1.138
2026-02-02,MKT_04,MKT_04_STL_036,Cabbage,182.26,3.178,2.945
2026-02-02,MKT_04,MKT_04_STL_017,Tilapia,92.35,0.632,0.632
2026-02-02,MKT_03,MKT_03_STL_028,Bangus,244.96,1.405,1.405
2026-02-02,MKT_01,MKT_01_STL_028,Pork,890.39,2.869,2.638
2026-02-02,MKT_01,MKT_01_STL_020,Garlic,119.22,1.015,1.014
2026-02-02,MKT_01,MKT_01_STL_028,Garlic,186.53,1.588,1.473
2026-02-02,MKT_01,MKT_01_STL_013,Bangus,510.46,2.783,2.534
2026-02-02,MKT_01,MKT_01_STL_028,Rice (Sinandomeng),81.68,1.613,1.496
2026-02-02,MKT_04,MKT_04_STL_040,Potatoes,152.6,1.455,1.454
2026-02-03,MKT_04,MKT_04_STL_030,Pork,501.21,1.505,1.505
2026-02-03,MKT_01,MKT_01_STL_009,Garlic,231.41,1.978,1.847
2026-02-03,MKT_03,MKT_03_STL_020,Chicken (Whole),417.16,2.175,2.01
2026-02-03,MKT_01,MKT_01_STL_018,Carrots,24.67,1.198,1.198
2026-02-03,MKT_02,MKT_02_STL_021,Pork,469.03,1.547,1.427
2026-02-03,MKT_03,MKT_03_STL_007,Chicken (Whole),451.69,2.355,2.359
2026-02-03,MKT_04,MKT_04_STL_028,Tilapia,257.65,2.1,1.996
2026-02-03,MKT_03,MKT_03_STL_003,Bangus,188.57,1.16,1.113
2026-02-03,MKT_02,MKT_02_STL_019,Potatoes,228.81,2.516,2.294
2026-02-03,MKT_03,MKT_03_STL_033,Tilapia,132.35,0.902,0.903
2026-02-03,MKT_04,MKT_04_STL_006,Whole Fish (Galunggong),646.95,2.979,2.781
2026-02-03,MKT_03,MKT_03_STL_005,Bangus,420.06,2.584,2.444
2026-02-03,MKT_03,MKT_03_STL_005,Carrots,26.77,1.287,1.187
2026-02-03,MKT_04,MKT_04_STL_018,Tilapia,161.46,1.316,1.227
2026-02-03,MKT_03,MKT_03_STL_027,Chicken (Whole),602.44,3.141,2.904
2026-02-03,MKT_05,MKT_05_STL_003,Chicken (Whole),460.01,2.47,2.324
2026-02-03,MKT_03,MKT_03_STL_020,Tilapia,166.25,1.133,1.051
2026-02-03,MKT_05,MKT_05_STL_006,Pork,1070.63,3.247,3.11
2026-02-03,MKT_02,MKT_02_STL_012,Chicken (Whole),142.68,0.721,0.656
2026-02-03,MKT_02,MKT_02_STL_007,Chicken (Whole),182.26,0.921,0.877
2026-02-03,MKT_02,MKT_02_STL_009,Red Onions,484.93,3.281,2.994
2026-02-03,MKT_01,MKT_01_STL_029,Chicken (Whole),323.95,2.021,2.022
2026-02-03,MKT_03,MKT_03_STL_007,Tomatoes,128.63,1.434,1.434
2026-02-03,MKT_04,MKT_04_STL_037,Chicken (Whole),344.16,1.907,1.772
2026-02-03,MKT_04,MKT_04_STL_006,Beef (Rump),683.3,1.447,1.356
2026-02-03,MKT_01,MKT_01_STL_012,Chicken (Whole),229.21,1.43,1.316
2026-02-03,MKT_02,MKT_02_STL_025,Pork,1079.05,3.559,3.353
2026-02-03,MKT_04,MKT_04_STL_022,Bangus,154.01,1.002,1.003
2026-02-03,MKT_03,MKT_03_STL_005,Bangus,492.39,3.029,2.781
2026-02-03,MKT_04,MKT_04_STL_002,Whole Fish (Galunggong),458.88,2.113,1.946
2026-02-03,MKT_05,MKT_05_STL_003,Bangus,583.66,3.324,3.062
2026-02-03,MKT_04,MKT_04_STL_038,Beef (Rump),1132.38,2.398,2.286
2026-02-03,MKT_02,MKT_02_STL_025,Potatoes,99.31,1.092,1.027
2026-02-03,MKT_04,MKT_04_STL_021,Beef (Rump),877.86,1.859,1.861
2026-02-03,MKT_05,MKT_05_STL_006,Garlic,236.55,2.06,1.943
2026-02-04,MKT_04,MKT_04_STL_015,Chicken (Whole),188.5,1.014,0.964
2026-02-04,MKT_04,MKT_04_STL_027,Carrots,70.19,3.344,3.085
2026-02-04,MKT_03,MKT_03_STL_012,Tilapia,321.14,2.163,1.974
2026-02-04,MKT_03,MKT_03_STL_009,Bangus,550.43,3.408,3.411
2026-02-04,MKT_02,MKT_02_STL_019,Tomatoes,166.11,1.564,1.423
2026-02-04,MKT_01,MKT_01_STL_012,Pork,535.58,1.799,1.726
2026-02-04,MKT_01,MKT_01_STL_010,Pork,492.11,1.653,1.654
2026-02-04,MKT_05,MKT_05_STL_002,Chicken (Whole),519.74,2.791,2.789
2026-02-04,MKT_02,MKT_02_STL_005,Whole Fish (Galunggong),778.61,3.509,3.239
2026-02-04,MKT_04,MKT_04_STL_026,Red Onions,388.44,2.832,2.627
2026-02-04,MKT_04,MKT_04_STL_009,Tilapia,327.69,2.589,2.589
2026-02-04,MKT_04,MKT_04_STL_016,Bangus,527.52,2.855,2.707
2026-02-04,MKT_01,MKT_01_STL_003,Carrots,72.73,3.465,3.264
2026-02-04,MKT_01,MKT_01_STL_003,Carrots,58.69,2.796,2.592
2026-02-04,MKT_03,MKT_03_STL_006,Beef (Rump),1163.09,2.54,2.316
2026-02-04,MKT_04,MKT_04_STL_033,Rice (Sinandomeng),74.39,1.359,1.263
2026-02-04,MKT_04,MKT_04_STL_031,Cabbage,183.49,3.019,3.025
2026-02-04,MKT_02,MKT_02_STL_029,Whole Fish (Galunggong),172.41,0.777,0.777
2026-02-04,MKT_04,MKT_04_STL_027,Bangus,336.28,1.82,1.693
2026-02-04,MKT_03,MKT_03_STL_002,Pork,627.73,2.053,2.056
2026-02-04,MKT_03,MKT_03_STL_005,Bangus,171.52,1.062,0.997
2026-02-04,MKT_05,MKT_05_STL_007,Beef (Rump),931.19,2.146,2.002
2026-02-04,MKT_04,MKT_04_STL_002,Bangus,452.32,2.448,2.258
2026-02-04,MKT_04,MKT_04_STL_002,Whole Fish (Galunggong),736.25,3.391,3.129
2026-02-04,MKT_01,MKT_01_STL_019,Pork,264.96,0.89,0.828
2026-02-04,MKT_03,MKT_03_STL_004,Tilapia,436.35,2.939,2.943
2026-02-04,MKT_03,MKT_03_STL_004,Chicken (Whole),634.46,3.287,3.29
2026-02-04,MKT_04,MKT_04_STL_013,Beef (Rump),223.04,0.545,0.519
2026-02-04,MKT_02,MKT_02_STL_020,Tomatoes,53.53,0.504,0.505
2026-02-04,MKT_01,MKT_01_STL_009,Bangus,343.17,2.239,2.075
2026-02-04,MKT_04,MKT_04_STL_031,Potatoes,175.1,1.79,1.793
2026-02-04,MKT_02,MKT_02_STL_012,Rice (Sinandomeng),144.93,2.748,2.612
2026-02-04,MKT_02,MKT_02_STL_003,Rice (Sinandomeng),110.86,2.102,2.008
2026-02-04,MKT_05,MKT_05_STL_008,Garlic,337.88,3.093,2.943
2026-02-04,MKT_02,MKT_02_STL_007,Carrots,66.95,2.994,2.75
2026-02-05,MKT_05,MKT_05_STL_008,Beef (Rump),1594.35,3.767,3.449
2026-02-05,MKT_03,MKT_03_STL_030,Tomatoes,237.72,2.381,2.381
2026-02-05,MKT_02,MKT_02_STL_028,Cabbage,54.79,1.055,0.998
2026-02-05,MKT_03,MKT_03_STL_029,Bangus,180.48,0.912,0.874
2026-02-05,MKT_03,MKT_03_STL_020,Carrots,50.94,2.412,2.257
2026-02-05,MKT_02,MKT_02_STL_018,Cabbage,150.34,2.895,2.782
2026-02-05,MKT_02,MKT_02_STL_030,Beef (Rump),1307.73,2.866,2.755
2026-02-05,MKT_02,MKT_02_STL_011,Garlic,279.03,2.99,2.868
2026-02-05,MKT_04,MKT_04_STL_037,Chicken (Whole),400.17,2.151,2.067
2026-02-05,MKT_04,MKT_04_STL_019,Garlic,255.38,2.062,2.06
2026-02-05,MKT_03,MKT_03_STL_013,Beef (Rump),1483.02,3.294,3.296
